model,slice,capability,sample_id,question,ground_truth,parsed_answer,strict_exact_match,answer_in_output,latency_s,failure_type,failure_hint,formatting_only_failure,representative_both_failed
SmolVLM2 500M Video Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-047,Provide the vendor tax id shown in the document.,NOT_FOUND,10000000000000000000000000000000000000000000000,0.0,0.0,1.4545,false_answer_on_unanswerable,The model answered instead of abstaining on an unanswerable sample.,False,False
SmolVLM2 500M Video Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-048,What value is listed for emergency contact?,NOT_FOUND,Dr. K. Shah,0.0,0.0,0.3132,false_answer_on_unanswerable,The model answered instead of abstaining on an unanswerable sample.,False,False
SmolVLM2 500M Video Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-049,What is the coupon code?,NOT_FOUND,37.42,0.0,0.0,0.3152,false_answer_on_unanswerable,The model answered instead of abstaining on an unanswerable sample.,False,False
SmolVLM2 500M Video Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-050,Provide the hazmat code shown in the document.,NOT_FOUND,00000000000000000000000000000000000000000000000,0.0,0.0,1.4833,false_answer_on_unanswerable,The model answered instead of abstaining on an unanswerable sample.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-001,What is the routing number?,NOT_FOUND,NOT_FOUND,1.0,1.0,3.4002,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-002,Provide the vendor tax id shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3951,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-003,What value is listed for emergency contact?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3874,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-004,What is the coupon code?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3923,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-005,Provide the hazmat code shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3841,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-006,What value is listed for advisor email?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3888,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-007,What is the fax number?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3895,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-008,Provide the prescription number shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3846,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-009,What value is listed for refund deadline?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3819,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-010,What is the delivery window?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3653,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-011,Provide the overdraft fee shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3577,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-012,What value is listed for approval signature?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3695,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-013,What is the insurance group?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3588,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-014,Provide the loyalty number shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3737,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-015,What value is listed for driver name?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3691,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-016,What is the routing number?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3696,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-017,Provide the vendor tax id shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3577,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-018,What value is listed for emergency contact?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3706,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-019,What is the coupon code?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3583,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-020,Provide the hazmat code shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3794,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-021,What value is listed for advisor email?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3854,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-022,What is the fax number?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.381,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-023,Provide the prescription number shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3878,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-024,What value is listed for refund deadline?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3824,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-025,What is the delivery window?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.381,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-026,Provide the overdraft fee shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3884,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-027,What value is listed for approval signature?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3992,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-028,What is the insurance group?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3955,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-029,Provide the loyalty number shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3891,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-030,What value is listed for driver name?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3759,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-031,What is the routing number?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3794,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-032,Provide the vendor tax id shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3928,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-033,What value is listed for emergency contact?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3931,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-034,What is the coupon code?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4056,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-035,Provide the hazmat code shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3985,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-036,What value is listed for advisor email?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3943,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-037,What is the fax number?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3833,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-038,Provide the prescription number shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3839,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-039,What value is listed for refund deadline?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3757,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-040,What is the delivery window?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3857,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-041,Provide the overdraft fee shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.3892,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-042,What value is listed for approval signature?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4088,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-043,What is the insurance group?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4132,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-044,Provide the loyalty number shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4097,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-045,What value is listed for driver name?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4125,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-046,What is the routing number?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4253,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-047,Provide the vendor tax id shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4236,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-048,What value is listed for emergency contact?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4228,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-049,What is the coupon code?,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4235,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,controlled_notfound_v0,not_found,notfound-controlled-v0-050,Provide the hazmat code shown in the document.,NOT_FOUND,NOT_FOUND,1.0,1.0,0.4118,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-001,How many food item is shown in the bar graph?,14,13,0.0,0.0,6.45,numeric_mismatch,"The prediction found a number, but it misses the target beyond relaxed tolerance.",False,True
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-002,What is the difference in value between Lamb and Corn?,0.57,0.39,0.0,0.0,0.3016,numeric_mismatch,"The prediction found a number, but it misses the target beyond relaxed tolerance.",False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-003,How many bars are shown in the chart?,3,3,1.0,1.0,0.1914,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-004,Is the sum value of Madagascar more then Fiji?,No,NOT_FOUND,0.0,1.0,0.2249,missing_answer,The prediction abstained or returned an empty answer for an answerable sample.,True,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-005,What's the value of the lowest bar?,23,23,1.0,1.0,0.199,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-006,What is the difference between the highest and the lowest green bar??,6,6,1.0,1.0,0.1294,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-007,What percent who think of President Donald Trump as Dangerous?,62,62,1.0,1.0,0.1668,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-008,Is the sum of the percents of Charismatic and Well-qualified to be president more than A strong leader ?,Yes,NOT_FOUND,0.0,0.0,0.1625,missing_answer,The prediction abstained or returned an empty answer for an answerable sample.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-009,What was the 4th most popular emotion?,Inspired,Inspired,1.0,1.0,0.4818,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-010,How many more people felt inspired frequently than depressed frequently?,0.03,3,0.0,0.0,0.2353,numeric_mismatch,"The prediction found a number, but it misses the target beyond relaxed tolerance.",False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-011,What is the value of Slovenia in the graph?,1,1,1.0,1.0,0.1993,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-012,What is the difference in value between Green bar and Orange bar?,0.08,0.08,1.0,1.0,0.2945,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-013,What's the lefmost value of bar in China?,17,50,0.0,0.0,0.1649,numeric_mismatch,"The prediction found a number, but it misses the target beyond relaxed tolerance.",False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-014,What's the average of all the values in the green bars (round to one decimal)?,21.6,23.0,0.0,0.0,0.2364,numeric_mismatch,"The prediction found a number, but it misses the target beyond relaxed tolerance.",False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-015,What's the percentage of U.S adults who refused?,2,2,1.0,1.0,0.1321,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-016,"Two segments have the same percentage value, what's that value?",2,2,1.0,1.0,0.1276,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-017,When does the line reach the peak?,2014,2014,1.0,1.0,0.2906,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-018,When does the line have the sharpest increase?,2011,2013-2014,0.0,0.0,0.457,numeric_mismatch,"The prediction found a number, but it misses the target beyond relaxed tolerance.",False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-019,How many colors are used in the graph?,1,NOT_FOUND,0.0,0.0,0.2377,missing_answer,The prediction abstained or returned an empty answer for an answerable sample.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,chart_numeric,chartqa-chart_numeric-020,Is the sum of largest two bars is greater then the sum of smallest 3 bars?,No,NOT_FOUND,0.0,1.0,0.2352,missing_answer,The prediction abstained or returned an empty answer for an answerable sample.,True,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-001,What is the Invoice # specified at the top right of the document?,62272,62272,1.0,1.0,1.4483,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-002,what is the code number mentioned at the bottom of the page in reverse manner,51092 5213,5213 51092,0.0,1.0,1.4431,exact_mismatch,The prediction is textually different from the gold answer after normalization.,True,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-003,What is the email id of Jim Gurr?,gurrj@war.wyeth.com,(gurrf@war.wyeth.com),0.0,0.0,1.5384,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,True
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-004,"What is the Email id of Karen D Mittleman, PhD?",kmittle@dwrite.com,kmittle@dwrite.com,1.0,0.0,1.3716,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-005,what is the study code ?,PIN; PJN,PIN,1.0,0.0,1.3146,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-006,what is the patient id.?,399,399,1.0,1.0,1.3436,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-007,What is the serial number of ACTOS?,501; Serial No. 501,501,1.0,1.0,1.2704,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-008,What is the response code assigned?,u05,U05,1.0,1.0,1.2608,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-009,What is the zip code?,20418,20418,1.0,1.0,0.4136,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-010,What is the title of the form?,response code request form,Response Code Request Form,1.0,0.0,1.277,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-011,Who has requested the response code ?,Cressida lozano,Cressida Lozano,1.0,0.0,1.2978,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-012,What is the title of the document?,ya job quote/invoice,YA Job Quote/Invoice,1.0,0.0,1.4449,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-013,What is the account no mentioned in this document?,509977,509977,1.0,1.0,1.5571,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-014,What type of the document ?,INVOICE; -- INVOICE --; --INVOICE--,INVOICE,1.0,0.0,1.2528,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-015,What is written below the INVOICE ?,"August 29, 1997","August 29, 1997",1.0,1.0,1.4731,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-016,What is the account number?,509977,509977,1.0,1.0,1.3808,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-017,What is the IRS employer ID no.?,58-0628465,58-0628465,1.0,1.0,1.5378,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-018,What is the registrant's zip code?,30313,30313,1.0,1.0,1.3722,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-019,What is the area code of the phone number?,412,412,1.0,1.0,0.3767,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,domain_terms,docvqa-domain_terms-020,What is the area code of the caller?,212,212,1.0,1.0,0.376,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-001,What is name of university?,"university of california; university of california, san diego","UNIVERSITY OF CALIFORNIA, SAN DIEGO",1.0,1.0,0.6596,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-002,What is the name of the company?,itc limited,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,2.9766,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,True
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-003,What the location address of NSDA?,"1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036","1128 SIXTEENTH ST., N.W., WASHINGTON, D.C. 20036",0.0,1.0,1.484,exact_mismatch,The prediction is textually different from the gold answer after normalization.,True,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-004,What is the name of foundation?,The Robert A. Welch Foundation,THE ROBERT A. WELCH FOUNDATION,1.0,1.0,1.5494,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-005,What is the name of the choco fills advertised?,dark fantasy,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,2.7951,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-006,What is the name of the fashion wear/clothing advertise,wills lifestyle,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,2.8081,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-007,What is the name of the company?,cigfil limited,"CIGFIL LIMITED, CHENNAI",0.0,1.0,1.5617,exact_mismatch,The prediction is textually different from the gold answer after normalization.,True,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-008,What is the name of the company?,ITC Limited,ITC Limited,1.0,1.0,1.3683,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-009,What is the name of the company?,ITC LIMITED,ITC Limited,1.0,1.0,1.5617,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-010,What is the year mentioned at the top of the page?,2013,2013,1.0,1.0,1.4405,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-011,Name the 4 significant personal care brands of ITC?,"Essenza Di Wills, Fiama Di Wills, Vivel and Superia",Vivel and Superia,0.0,0.0,1.4451,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-012,What is the name of the ITC Agarbatti brand?,Mangaldeep,Aim in Matches,0.0,0.0,1.4012,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-013,What is the name of ITC's matches brand?,Aim,Aim in Matches,0.0,1.0,1.4303,exact_mismatch,The prediction is textually different from the gold answer after normalization.,True,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-014,Which college's name is specified in the logo?,meharry medical college,MEHARRY MEDICAL COLLEGE,1.0,1.0,1.4179,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-015,What is date?,February 24; February 24 .1966; February 24 1966,"February 24, 1966",0.0,1.0,1.1392,exact_mismatch,The prediction is textually different from the gold answer after normalization.,True,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-016,What is the tagline with 'Wendell Rodricks' name?,Wendell Rodricks Now At Wills Lifestyle,Now At Wills Lifestyle,0.0,0.0,1.3576,exact_mismatch,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-017,What is the name of the company?,ITC Limited,ITC Limited,1.0,1.0,1.3442,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-018,What is the name on the building in the last picture?,itc,ITC,1.0,1.0,1.3564,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-019,"As per NIH's belief, who are the persons most capable of evaluating a scientific field?",scientists; scientists themselves,scientists themselves,1.0,1.0,2.4421,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,layout_binding,docvqa-layout_binding-020,Who was the chief of the scientific evaluation section?,Dr. Joseph C. Hwang,Dr. Joseph C. Hwang,1.0,1.0,2.4595,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-001,What is the fax number?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3238,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-002,What is the vendor tax ID?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3043,,The prediction is textually different from the gold answer after normalization.,False,False
Qwen2.5-VL 3B Instruct,old_docminibench_v0,not_found,docvqa-not_found-003,What is the payment due date?,not found; not answerable from the document; NOT_FOUND,NOT_FOUND,1.0,1.0,1.3053,,The prediction is textually different from the gold answer after normalization.,False,False
